[2025-07-31 14:58:09] [gimbal_controller] [INFO] [1753945089.395203751] [gimbal_controller]: 云台控制器节点已启动
[2025-07-31 14:58:09] [gimbal_controller] [INFO] [1753945089.396554444] [gimbal_controller]: 图像中心设置为: (320, 240)
[2025-07-31 14:58:09] [gimbal_controller] [INFO] [1753945089.396989606] [gimbal_controller]: 订阅话题: /target_data
[2025-07-31 14:58:09] [gimbal_controller] [INFO] [1753945089.397386559] [gimbal_controller]: 发布话题: /uart1_sender_topic
[2025-07-31 14:58:09] [gimbal_controller] [INFO] [1753945089.422200106] [gimbal_controller]: 目标: (242, 227) | 中心: (320, 240) | 误差: (-78, -13) | 指令: @0,-78,-13/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.140224294] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.150972668] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.213763974] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.224848053] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.288195852] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.299200890] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.370750552] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.381289803] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.453796412] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.464640744] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.529074114] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.541371803] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.608010731] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.619481846] [gimbal_controller]: 目标: (239, 229) | 中心: (320, 240) | 误差: (-81, -11) | 指令: @0,-81,-11/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.684743832] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.697155853] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.765744841] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.780000466] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.846713184] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.857969636] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.922667836] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:43] [gimbal_controller] [INFO] [1753945183.989348472] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.000532299] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.066487568] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.077617437] [gimbal_controller]: 目标: (239, 229) | 中心: (320, 240) | 误差: (-81, -11) | 指令: @0,-81,-11/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.146934125] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.158076537] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.231711299] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.242298092] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.311249034] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.322034449] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.392664205] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.403424537] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.469031269] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.540714804] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.550353399] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.617114242] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.628233904] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.696367897] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.707448184] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.781174237] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.791888486] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.859062908] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.870489690] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.949791470] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:44] [gimbal_controller] [INFO] [1753945184.960955756] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.039433295] [gimbal_controller]: 目标: (238, 228) | 中心: (320, 240) | 误差: (-82, -12) | 指令: @0,-82,-12/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.048564979] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.114674246] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.125405412] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.189945823] [gimbal_controller]: 目标: (238, 228) | 中心: (320, 240) | 误差: (-82, -12) | 指令: @0,-82,-12/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.201024360] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.268303197] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.279319901] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.350355069] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.361387814] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.430088801] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.441355169] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.509700035] [gimbal_controller]: 目标: (239, 229) | 中心: (320, 240) | 误差: (-81, -11) | 指令: @0,-81,-11/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.579010890] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.589792222] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.658055422] [gimbal_controller]: 目标: (238, 228) | 中心: (320, 240) | 误差: (-82, -12) | 指令: @0,-82,-12/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.670609484] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.735517098] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.746348013] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.812593487] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.881043935] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.891906058] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.957880285] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:45] [gimbal_controller] [INFO] [1753945185.968677367] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.036348199] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.047466985] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.120910708] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.131007507] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.195827622] [gimbal_controller]: 目标: (238, 228) | 中心: (320, 240) | 误差: (-82, -12) | 指令: @0,-82,-12/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.206491122] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.271884939] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.282993226] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.347000476] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.358485592] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.425582722] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.436457970] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.505450620] [gimbal_controller]: 目标: (238, 228) | 中心: (320, 240) | 误差: (-82, -12) | 指令: @0,-82,-12/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.517360689] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.583971033] [gimbal_controller]: 目标: (238, 228) | 中心: (320, 240) | 误差: (-82, -12) | 指令: @0,-82,-12/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.596199598] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.667965383] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.678789589] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.744630234] [gimbal_controller]: 目标: (239, 229) | 中心: (320, 240) | 误差: (-81, -11) | 指令: @0,-81,-11/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.756875716] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.821557875] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.832662370] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.908487815] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.975486947] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:46] [gimbal_controller] [INFO] [1753945186.987033603] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.048705506] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.112567799] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.124907196] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.186737180] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.198103589] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.262503417] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.273794577] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.340838916] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.351452834] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.418990084] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.483774617] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.494959319] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.563160979] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.574105350] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.638673177] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.649360302] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.712096192] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.722998273] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.797411776] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.809169596] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.879209901] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.892243165] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:47] [gimbal_controller] [INFO] [1753945187.959806665] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.026383468] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.042157784] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.099599402] [gimbal_controller]: 目标: (238, 228) | 中心: (320, 240) | 误差: (-82, -12) | 指令: @0,-82,-12/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.110428567] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.177479032] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.239227058] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.249351565] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.312963903] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.324298520] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.391643564] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.403290845] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.472981736] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.483712902] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.547041452] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.557896575] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.619840599] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.687286851] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.696217288] [gimbal_controller]: 目标: (239, 228) | 中心: (320, 240) | 误差: (-81, -12) | 指令: @0,-81,-12/r/n
[2025-07-31 14:59:48] [gimbal_controller] [INFO] [1753945188.765137314] [gimbal_controller]: 目标: (238, 229) | 中心: (320, 240) | 误差: (-82, -11) | 指令: @0,-82,-11/r/n
