[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.632037619] [gimbal_controller]: 云台控制器节点已启动
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.633890545] [gimbal_controller]: 图像中心设置为: (400, 300)
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.634772238] [gimbal_controller]: 订阅话题: /target_data
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.635413893] [gimbal_controller]: 发布话题: /uart1_sender_topic (30Hz)
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.636984782] [gimbal_controller]: 控制频率: 30Hz
[2025-08-01 16:06:36] [gimbal_controller] [INFO] [1754035596.724569030] [gimbal_controller]: 目标: (407, 305) | 误差: (+7,+5) | 成功计数:0
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.355720705] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:3
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.391374390] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:4
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.431383761] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.462954173] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:6
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.498536984] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:7
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.529282283] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:8
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.569310029] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:9
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.606753938] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.609153153] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:0
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.613059387] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.641477512] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:1
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.680666145] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:2
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.717935057] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:3
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.746980547] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:4
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.789978291] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.820636091] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:6
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.853461818] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:7
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.888320140] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:8
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.926754534] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:9
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.959115934] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.960314084] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:0
[2025-08-01 16:18:49] [gimbal_controller] [INFO] [1754036329.970129398] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036329.999629007] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:1
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.037922820] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:2
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.066908228] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:3
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.116715997] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:4
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.149226437] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.189708884] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:6
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.239480487] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:7
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.271949803] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:8
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.326076509] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:9
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.359412936] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.360193716] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:0
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.365165977] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.408007973] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:1
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.445710003] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:2
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.477535328] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:3
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.519806249] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:4
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.561809425] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.595527347] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:6
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.627530002] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:7
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.686103684] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:8
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.745080736] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:9
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.788538723] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.789345753] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:0
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.795034628] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.839051440] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:1
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.874545878] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:2
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.910176813] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:3
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.947791928] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:4
[2025-08-01 16:18:50] [gimbal_controller] [INFO] [1754036330.987958797] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.039810536] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:6
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.078795297] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:7
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.123972635] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:8
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.169971293] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:9
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.207638907] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.211865095] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:0
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.214167478] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.263974080] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:1
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.284164992] [gimbal_controller]: 目标: (399, 299) | 误差: (-1,-1) | 成功计数:2
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.313902598] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:3
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.355896440] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:4
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.404316188] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.439408131] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:6
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.479128174] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:7
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.512485892] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:8
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.549415017] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:9
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.604066132] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.604864120] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:0
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.611577313] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.636694403] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:1
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.672175424] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:2
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.710377364] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:3
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.749680620] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:4
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.778243701] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.808351718] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:6
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.842879586] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:7
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.898897723] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:8
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.928224667] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:9
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.973836581] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.979668079] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:0
[2025-08-01 16:18:51] [gimbal_controller] [INFO] [1754036331.987563380] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.013622539] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:1
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.050551373] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:2
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.098804290] [gimbal_controller]: 目标: (401, 299) | 误差: (+1,-1) | 成功计数:3
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.156736023] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:4
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.188641555] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.230474108] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:6
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.272039789] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:7
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.318778687] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:8
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.349132575] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:9
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.394506784] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.397328034] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:0
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.401488890] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.430444257] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:1
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.469163022] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:2
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.506016023] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:3
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.537394521] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:4
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.575095384] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.616141907] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:6
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.661293286] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:7
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.705205684] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:8
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.738781566] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:9
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.778255445] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.779078225] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:0
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.786433367] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.825757040] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:1
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.859690500] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:2
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.898300767] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:3
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.929860971] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:4
[2025-08-01 16:18:52] [gimbal_controller] [INFO] [1754036332.974211737] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.012040348] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:6
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.049854085] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:7
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.095055922] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:8
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.125123981] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:9
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.161370907] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.168667425] [gimbal_controller]: 目标: (399, 299) | 误差: (-1,-1) | 成功计数:0
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.174264135] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.203238460] [gimbal_controller]: 目标: (401, 299) | 误差: (+1,-1) | 成功计数:1
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.243339413] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:2
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.309544441] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:3
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.349263900] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:4
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.411244783] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.451578482] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:6
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.484119547] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:7
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.548698266] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:8
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.587360448] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:9
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.660090840] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.662509013] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:0
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.666301499] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.699520386] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:1
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.731939827] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:2
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.768090505] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:3
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.819794955] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:4
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.854019494] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.898459217] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:6
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.940721972] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:7
[2025-08-01 16:18:53] [gimbal_controller] [INFO] [1754036333.976663236] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:8
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.014871301] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:9
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.053156364] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.054108350] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:0
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.060678045] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.096096067] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:1
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.131946041] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:2
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.181955933] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:3
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.216951336] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:4
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.252261151] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.292660475] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:6
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.331861358] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:7
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.366931135] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:8
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.412178763] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:9
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.455990537] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.456748567] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:0
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.465122486] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.493186241] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:1
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.536111653] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:2
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.570740145] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:3
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.601703899] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:4
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.634116923] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.678339649] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:6
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.723142492] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:7
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.757525987] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:8
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.788608448] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:9
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.829378766] [gimbal_controller]: 连续命中阈值满足，发送打靶成功信号
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.831791398] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:0
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.840177566] [gimbal_controller]: 服务端响应: success=True, message='打靶成功，激光已点亮'
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.865299906] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:1
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.896085454] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:2
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.928035319] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:3
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.958588996] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:4
[2025-08-01 16:18:54] [gimbal_controller] [INFO] [1754036334.993088864] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:5
[2025-08-01 16:18:55] [gimbal_controller] [INFO] [1754036335.042254976] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:6
[2025-08-01 16:18:55] [gimbal_controller] [INFO] [1754036335.071137428] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:7
[2025-08-01 16:18:55] [gimbal_controller] [INFO] [1754036335.114974576] [gimbal_controller]: 目标: (400, 299) | 误差: (+0,-1) | 成功计数:8
