[2025-08-01 08:07:00] [gimbal_controller] [INFO] [1754006820.965730755] [gimbal_controller]: 目标: (378, 263) | 中心: (320, 240) | 误差: (+58, +23) | 指令: @0,58,23
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.571136373] [gimbal_controller]: 目标: (267, 245) | 中心: (320, 240) | 误差: (-53, +5) | 指令: @0,-53,5
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.676797304] [gimbal_controller]: 目标: (299, 242) | 中心: (320, 240) | 误差: (-21, +2) | 指令: @0,-21,2
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.752154947] [gimbal_controller]: 目标: (298, 241) | 中心: (320, 240) | 误差: (-22, +1) | 指令: @0,-22,1
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.821162812] [gimbal_controller]: 目标: (306, 241) | 中心: (320, 240) | 误差: (-14, +1) | 指令: @0,-14,1
[2025-08-01 08:07:34] [gimbal_controller] [INFO] [1754006854.922234813] [gimbal_controller]: 目标: (305, 243) | 中心: (320, 240) | 误差: (-15, +3) | 指令: @0,-15,3
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006854.998096990] [gimbal_controller]: 目标: (304, 243) | 中心: (320, 240) | 误差: (-16, +3) | 指令: @0,-16,3
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.065538170] [gimbal_controller]: 目标: (306, 243) | 中心: (320, 240) | 误差: (-14, +3) | 指令: @0,-14,3
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.118652402] [gimbal_controller]: 目标: (308, 242) | 中心: (320, 240) | 误差: (-12, +2) | 指令: @0,-12,2
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.186731323] [gimbal_controller]: 目标: (311, 242) | 中心: (320, 240) | 误差: (-9, +2) | 指令: @0,-9,2
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.247830475] [gimbal_controller]: 目标: (311, 243) | 中心: (320, 240) | 误差: (-9, +3) | 指令: @0,-9,3
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.310596476] [gimbal_controller]: 目标: (311, 243) | 中心: (320, 240) | 误差: (-9, +3) | 指令: @0,-9,3
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.371677253] [gimbal_controller]: 目标: (311, 243) | 中心: (320, 240) | 误差: (-9, +3) | 指令: @0,-9,3
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.428841299] [gimbal_controller]: 目标: (311, 242) | 中心: (320, 240) | 误差: (-9, +2) | 指令: @0,-9,2
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.473931986] [gimbal_controller]: 目标: (311, 241) | 中心: (320, 240) | 误差: (-9, +1) | 指令: @0,-9,1
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.552679911] [gimbal_controller]: 目标: (312, 241) | 中心: (320, 240) | 误差: (-8, +1) | 指令: @0,-8,1
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.617283384] [gimbal_controller]: 目标: (311, 241) | 中心: (320, 240) | 误差: (-9, +1) | 指令: @0,-9,1
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.683512541] [gimbal_controller]: 目标: (311, 242) | 中心: (320, 240) | 误差: (-9, +2) | 指令: @0,-9,2
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.769367108] [gimbal_controller]: 目标: (310, 243) | 中心: (320, 240) | 误差: (-10, +3) | 指令: @0,-10,3
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.835017357] [gimbal_controller]: 目标: (313, 244) | 中心: (320, 240) | 误差: (-7, +4) | 指令: @0,-7,4
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.909400556] [gimbal_controller]: 目标: (307, 244) | 中心: (320, 240) | 误差: (-13, +4) | 指令: @0,-13,4
[2025-08-01 08:07:35] [gimbal_controller] [INFO] [1754006855.972045226] [gimbal_controller]: 目标: (303, 243) | 中心: (320, 240) | 误差: (-17, +3) | 指令: @0,-17,3
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.058569741] [gimbal_controller]: 目标: (297, 242) | 中心: (320, 240) | 误差: (-23, +2) | 指令: @0,-23,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.132294950] [gimbal_controller]: 目标: (292, 242) | 中心: (320, 240) | 误差: (-28, +2) | 指令: @0,-28,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.224297756] [gimbal_controller]: 目标: (290, 242) | 中心: (320, 240) | 误差: (-30, +2) | 指令: @0,-30,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.265534419] [gimbal_controller]: 目标: (300, 242) | 中心: (320, 240) | 误差: (-20, +2) | 指令: @0,-20,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.315188454] [gimbal_controller]: 目标: (293, 242) | 中心: (320, 240) | 误差: (-27, +2) | 指令: @0,-27,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.347750374] [gimbal_controller]: 目标: (294, 242) | 中心: (320, 240) | 误差: (-26, +2) | 指令: @0,-26,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.396247677] [gimbal_controller]: 目标: (292, 243) | 中心: (320, 240) | 误差: (-28, +3) | 指令: @0,-28,3
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.465020087] [gimbal_controller]: 目标: (287, 242) | 中心: (320, 240) | 误差: (-33, +2) | 指令: @0,-33,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.523876314] [gimbal_controller]: 目标: (289, 242) | 中心: (320, 240) | 误差: (-31, +2) | 指令: @0,-31,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.613819902] [gimbal_controller]: 目标: (283, 242) | 中心: (320, 240) | 误差: (-37, +2) | 指令: @0,-37,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.675760541] [gimbal_controller]: 目标: (280, 242) | 中心: (320, 240) | 误差: (-40, +2) | 指令: @0,-40,2
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.748826385] [gimbal_controller]: 目标: (285, 241) | 中心: (320, 240) | 误差: (-35, +1) | 指令: @0,-35,1
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.851192492] [gimbal_controller]: 目标: (288, 241) | 中心: (320, 240) | 误差: (-32, +1) | 指令: @0,-32,1
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.921440504] [gimbal_controller]: 目标: (289, 241) | 中心: (320, 240) | 误差: (-31, +1) | 指令: @0,-31,1
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.971438325] [gimbal_controller]: 目标: (288, 241) | 中心: (320, 240) | 误差: (-32, +1) | 指令: @0,-32,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.009552244] [gimbal_controller]: 目标: (292, 242) | 中心: (320, 240) | 误差: (-28, +2) | 指令: @0,-28,2
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.069459873] [gimbal_controller]: 目标: (289, 241) | 中心: (320, 240) | 误差: (-31, +1) | 指令: @0,-31,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.104189968] [gimbal_controller]: 目标: (293, 241) | 中心: (320, 240) | 误差: (-27, +1) | 指令: @0,-27,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.151184544] [gimbal_controller]: 目标: (298, 241) | 中心: (320, 240) | 误差: (-22, +1) | 指令: @0,-22,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.224278013] [gimbal_controller]: 目标: (301, 241) | 中心: (320, 240) | 误差: (-19, +1) | 指令: @0,-19,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.293423500] [gimbal_controller]: 目标: (300, 241) | 中心: (320, 240) | 误差: (-20, +1) | 指令: @0,-20,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.361330590] [gimbal_controller]: 目标: (300, 241) | 中心: (320, 240) | 误差: (-20, +1) | 指令: @0,-20,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.444236160] [gimbal_controller]: 目标: (295, 240) | 中心: (320, 240) | 误差: (-25, +0) | 指令: @0,-25,0
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.530089268] [gimbal_controller]: 目标: (301, 241) | 中心: (320, 240) | 误差: (-19, +1) | 指令: @0,-19,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.611980144] [gimbal_controller]: 目标: (298, 240) | 中心: (320, 240) | 误差: (-22, +0) | 指令: @0,-22,0
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.686044974] [gimbal_controller]: 目标: (301, 240) | 中心: (320, 240) | 误差: (-19, +0) | 指令: @0,-19,0
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.781279397] [gimbal_controller]: 目标: (300, 240) | 中心: (320, 240) | 误差: (-20, +0) | 指令: @0,-20,0
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.860546355] [gimbal_controller]: 目标: (309, 240) | 中心: (320, 240) | 误差: (-11, +0) | 指令: @0,-11,0
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.938253962] [gimbal_controller]: 目标: (308, 240) | 中心: (320, 240) | 误差: (-12, +0) | 指令: @0,-12,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006857.999061994] [gimbal_controller]: 目标: (311, 240) | 中心: (320, 240) | 误差: (-9, +0) | 指令: @0,-9,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.087980805] [gimbal_controller]: 目标: (312, 240) | 中心: (320, 240) | 误差: (-8, +0) | 指令: @0,-8,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.149058291] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.226579317] [gimbal_controller]: 目标: (314, 240) | 中心: (320, 240) | 误差: (-6, +0) | 指令: @0,-6,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.276975674] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.346331117] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.404344316] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.482027090] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.560031317] [gimbal_controller]: 目标: (314, 240) | 中心: (320, 240) | 误差: (-6, +0) | 指令: @0,-6,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.628674063] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.691758768] [gimbal_controller]: 目标: (314, 240) | 中心: (320, 240) | 误差: (-6, +0) | 指令: @0,-6,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.752694256] [gimbal_controller]: 目标: (312, 241) | 中心: (320, 240) | 误差: (-8, +1) | 指令: @0,-8,1
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.818208424] [gimbal_controller]: 目标: (310, 241) | 中心: (320, 240) | 误差: (-10, +1) | 指令: @0,-10,1
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.888067942] [gimbal_controller]: 目标: (302, 241) | 中心: (320, 240) | 误差: (-18, +1) | 指令: @0,-18,1
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.941488044] [gimbal_controller]: 目标: (289, 242) | 中心: (320, 240) | 误差: (-31, +2) | 指令: @0,-31,2
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.016227363] [gimbal_controller]: 目标: (271, 242) | 中心: (320, 240) | 误差: (-49, +2) | 指令: @0,-49,2
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.119418124] [gimbal_controller]: 目标: (263, 242) | 中心: (320, 240) | 误差: (-57, +2) | 指令: @0,-57,2
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.211685467] [gimbal_controller]: 目标: (248, 243) | 中心: (320, 240) | 误差: (-72, +3) | 指令: @0,-72,3
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.268625891] [gimbal_controller]: 目标: (246, 242) | 中心: (320, 240) | 误差: (-74, +2) | 指令: @0,-74,2
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.339719182] [gimbal_controller]: 目标: (239, 242) | 中心: (320, 240) | 误差: (-81, +2) | 指令: @0,-81,2
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.441504256] [gimbal_controller]: 目标: (259, 244) | 中心: (320, 240) | 误差: (-61, +4) | 指令: @0,-61,4
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.493052428] [gimbal_controller]: 目标: (273, 240) | 中心: (320, 240) | 误差: (-47, +0) | 指令: @0,-47,0
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.555145565] [gimbal_controller]: 目标: (274, 239) | 中心: (320, 240) | 误差: (-46, -1) | 指令: @0,-46,-1
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.620096908] [gimbal_controller]: 目标: (270, 240) | 中心: (320, 240) | 误差: (-50, +0) | 指令: @0,-50,0
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.670904300] [gimbal_controller]: 目标: (239, 237) | 中心: (320, 240) | 误差: (-81, -3) | 指令: @0,-81,-3
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.766929420] [gimbal_controller]: 目标: (241, 238) | 中心: (320, 240) | 误差: (-79, -2) | 指令: @0,-79,-2
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.896549736] [gimbal_controller]: 目标: (256, 236) | 中心: (320, 240) | 误差: (-64, -4) | 指令: @0,-64,-4
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.956114578] [gimbal_controller]: 目标: (259, 237) | 中心: (320, 240) | 误差: (-61, -3) | 指令: @0,-61,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.007666958] [gimbal_controller]: 目标: (259, 237) | 中心: (320, 240) | 误差: (-61, -3) | 指令: @0,-61,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.077381437] [gimbal_controller]: 目标: (259, 237) | 中心: (320, 240) | 误差: (-61, -3) | 指令: @0,-61,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.152072007] [gimbal_controller]: 目标: (271, 236) | 中心: (320, 240) | 误差: (-49, -4) | 指令: @0,-49,-4
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.226793243] [gimbal_controller]: 目标: (273, 236) | 中心: (320, 240) | 误差: (-47, -4) | 指令: @0,-47,-4
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.299820880] [gimbal_controller]: 目标: (286, 236) | 中心: (320, 240) | 误差: (-34, -4) | 指令: @0,-34,-4
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.382409204] [gimbal_controller]: 目标: (285, 237) | 中心: (320, 240) | 误差: (-35, -3) | 指令: @0,-35,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.458784498] [gimbal_controller]: 目标: (296, 237) | 中心: (320, 240) | 误差: (-24, -3) | 指令: @0,-24,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.530695694] [gimbal_controller]: 目标: (297, 237) | 中心: (320, 240) | 误差: (-23, -3) | 指令: @0,-23,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.626270612] [gimbal_controller]: 目标: (300, 237) | 中心: (320, 240) | 误差: (-20, -3) | 指令: @0,-20,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.683978399] [gimbal_controller]: 目标: (300, 237) | 中心: (320, 240) | 误差: (-20, -3) | 指令: @0,-20,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.753708128] [gimbal_controller]: 目标: (300, 237) | 中心: (320, 240) | 误差: (-20, -3) | 指令: @0,-20,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.820568025] [gimbal_controller]: 目标: (299, 237) | 中心: (320, 240) | 误差: (-21, -3) | 指令: @0,-21,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.887715627] [gimbal_controller]: 目标: (299, 237) | 中心: (320, 240) | 误差: (-21, -3) | 指令: @0,-21,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.977240470] [gimbal_controller]: 目标: (301, 237) | 中心: (320, 240) | 误差: (-19, -3) | 指令: @0,-19,-3
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.058072821] [gimbal_controller]: 目标: (304, 237) | 中心: (320, 240) | 误差: (-16, -3) | 指令: @0,-16,-3
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.118755980] [gimbal_controller]: 目标: (303, 237) | 中心: (320, 240) | 误差: (-17, -3) | 指令: @0,-17,-3
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.168626719] [gimbal_controller]: 目标: (304, 237) | 中心: (320, 240) | 误差: (-16, -3) | 指令: @0,-16,-3
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.231731632] [gimbal_controller]: 目标: (305, 237) | 中心: (320, 240) | 误差: (-15, -3) | 指令: @0,-15,-3
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.305348927] [gimbal_controller]: 目标: (304, 237) | 中心: (320, 240) | 误差: (-16, -3) | 指令: @0,-16,-3
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.367986014] [gimbal_controller]: 目标: (301, 240) | 中心: (320, 240) | 误差: (-19, +0) | 指令: @0,-19,0
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.471010735] [gimbal_controller]: 目标: (296, 239) | 中心: (320, 240) | 误差: (-24, -1) | 指令: @0,-24,-1
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.522539283] [gimbal_controller]: 目标: (280, 239) | 中心: (320, 240) | 误差: (-40, -1) | 指令: @0,-40,-1
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.598752663] [gimbal_controller]: 目标: (259, 239) | 中心: (320, 240) | 误差: (-61, -1) | 指令: @0,-61,-1
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.792401502] [gimbal_controller]: 目标: (218, 240) | 中心: (320, 240) | 误差: (-102, +0) | 指令: @0,-102,0
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.860938041] [gimbal_controller]: 目标: (219, 240) | 中心: (320, 240) | 误差: (-101, +0) | 指令: @0,-101,0
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.925835218] [gimbal_controller]: 目标: (219, 239) | 中心: (320, 240) | 误差: (-101, -1) | 指令: @0,-101,-1
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.056168315] [gimbal_controller]: 目标: (218, 239) | 中心: (320, 240) | 误差: (-102, -1) | 指令: @0,-102,-1
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.168419395] [gimbal_controller]: 目标: (226, 239) | 中心: (320, 240) | 误差: (-94, -1) | 指令: @0,-94,-1
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.261090774] [gimbal_controller]: 目标: (230, 239) | 中心: (320, 240) | 误差: (-90, -1) | 指令: @0,-90,-1
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.329739895] [gimbal_controller]: 目标: (229, 239) | 中心: (320, 240) | 误差: (-91, -1) | 指令: @0,-91,-1
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.388830952] [gimbal_controller]: 目标: (229, 238) | 中心: (320, 240) | 误差: (-91, -2) | 指令: @0,-91,-2
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.441045365] [gimbal_controller]: 目标: (229, 239) | 中心: (320, 240) | 误差: (-91, -1) | 指令: @0,-91,-1
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.490359988] [gimbal_controller]: 目标: (232, 238) | 中心: (320, 240) | 误差: (-88, -2) | 指令: @0,-88,-2
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.540873260] [gimbal_controller]: 目标: (226, 238) | 中心: (320, 240) | 误差: (-94, -2) | 指令: @0,-94,-2
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.632247617] [gimbal_controller]: 目标: (231, 238) | 中心: (320, 240) | 误差: (-89, -2) | 指令: @0,-89,-2
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.822593965] [gimbal_controller]: 目标: (235, 238) | 中心: (320, 240) | 误差: (-85, -2) | 指令: @0,-85,-2
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.853366663] [gimbal_controller]: 目标: (280, 237) | 中心: (320, 240) | 误差: (-40, -3) | 指令: @0,-40,-3
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.908513280] [gimbal_controller]: 目标: (283, 236) | 中心: (320, 240) | 误差: (-37, -4) | 指令: @0,-37,-4
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.958742973] [gimbal_controller]: 目标: (284, 236) | 中心: (320, 240) | 误差: (-36, -4) | 指令: @0,-36,-4
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.983374931] [gimbal_controller]: 目标: (282, 236) | 中心: (320, 240) | 误差: (-38, -4) | 指令: @0,-38,-4
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.044785870] [gimbal_controller]: 目标: (278, 236) | 中心: (320, 240) | 误差: (-42, -4) | 指令: @0,-42,-4
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.134022343] [gimbal_controller]: 目标: (278, 237) | 中心: (320, 240) | 误差: (-42, -3) | 指令: @0,-42,-3
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.194978872] [gimbal_controller]: 目标: (280, 237) | 中心: (320, 240) | 误差: (-40, -3) | 指令: @0,-40,-3
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.244946735] [gimbal_controller]: 目标: (280, 237) | 中心: (320, 240) | 误差: (-40, -3) | 指令: @0,-40,-3
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.299349906] [gimbal_controller]: 目标: (280, 237) | 中心: (320, 240) | 误差: (-40, -3) | 指令: @0,-40,-3
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.360934800] [gimbal_controller]: 目标: (291, 238) | 中心: (320, 240) | 误差: (-29, -2) | 指令: @0,-29,-2
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.407638672] [gimbal_controller]: 目标: (297, 237) | 中心: (320, 240) | 误差: (-23, -3) | 指令: @0,-23,-3
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.446581995] [gimbal_controller]: 目标: (299, 237) | 中心: (320, 240) | 误差: (-21, -3) | 指令: @0,-21,-3
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.529787226] [gimbal_controller]: 目标: (298, 238) | 中心: (320, 240) | 误差: (-22, -2) | 指令: @0,-22,-2
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.614335604] [gimbal_controller]: 目标: (280, 238) | 中心: (320, 240) | 误差: (-40, -2) | 指令: @0,-40,-2
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.669981173] [gimbal_controller]: 目标: (283, 238) | 中心: (320, 240) | 误差: (-37, -2) | 指令: @0,-37,-2
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.739613070] [gimbal_controller]: 目标: (285, 238) | 中心: (320, 240) | 误差: (-35, -2) | 指令: @0,-35,-2
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.798357674] [gimbal_controller]: 目标: (286, 238) | 中心: (320, 240) | 误差: (-34, -2) | 指令: @0,-34,-2
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.854664982] [gimbal_controller]: 目标: (287, 238) | 中心: (320, 240) | 误差: (-33, -2) | 指令: @0,-33,-2
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.925601901] [gimbal_controller]: 目标: (290, 241) | 中心: (320, 240) | 误差: (-30, +1) | 指令: @0,-30,1
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.017370794] [gimbal_controller]: 目标: (290, 239) | 中心: (320, 240) | 误差: (-30, -1) | 指令: @0,-30,-1
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.080933783] [gimbal_controller]: 目标: (296, 237) | 中心: (320, 240) | 误差: (-24, -3) | 指令: @0,-24,-3
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.182197156] [gimbal_controller]: 目标: (302, 238) | 中心: (320, 240) | 误差: (-18, -2) | 指令: @0,-18,-2
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.250877484] [gimbal_controller]: 目标: (303, 238) | 中心: (320, 240) | 误差: (-17, -2) | 指令: @0,-17,-2
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.334970952] [gimbal_controller]: 目标: (305, 238) | 中心: (320, 240) | 误差: (-15, -2) | 指令: @0,-15,-2
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.379175279] [gimbal_controller]: 目标: (302, 238) | 中心: (320, 240) | 误差: (-18, -2) | 指令: @0,-18,-2
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.473866627] [gimbal_controller]: 目标: (302, 238) | 中心: (320, 240) | 误差: (-18, -2) | 指令: @0,-18,-2
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.530261142] [gimbal_controller]: 目标: (302, 239) | 中心: (320, 240) | 误差: (-18, -1) | 指令: @0,-18,-1
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.586949320] [gimbal_controller]: 目标: (302, 239) | 中心: (320, 240) | 误差: (-18, -1) | 指令: @0,-18,-1
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.677612063] [gimbal_controller]: 目标: (301, 240) | 中心: (320, 240) | 误差: (-19, +0) | 指令: @0,-19,0
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.739568493] [gimbal_controller]: 目标: (299, 241) | 中心: (320, 240) | 误差: (-21, +1) | 指令: @0,-21,1
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.818178920] [gimbal_controller]: 目标: (294, 243) | 中心: (320, 240) | 误差: (-26, +3) | 指令: @0,-26,3
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.882730478] [gimbal_controller]: 目标: (283, 245) | 中心: (320, 240) | 误差: (-37, +5) | 指令: @0,-37,5
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.977581698] [gimbal_controller]: 目标: (274, 246) | 中心: (320, 240) | 误差: (-46, +6) | 指令: @0,-46,6
