[2025-08-01 08:07:03] [gimbal_controller] [INFO] [1754006823.662268040] [gimbal_controller]: 云台控制器节点已启动
[2025-08-01 08:07:03] [gimbal_controller] [INFO] [1754006823.662853406] [gimbal_controller]: 图像中心设置为: (320, 240)
[2025-08-01 08:07:03] [gimbal_controller] [INFO] [1754006823.663301983] [gimbal_controller]: 订阅话题: /target_data
[2025-08-01 08:07:03] [gimbal_controller] [INFO] [1754006823.663723143] [gimbal_controller]: 发布话题: /uart1_sender_topic
[2025-08-01 08:07:03] [gimbal_controller] [INFO] [1754006823.686903873] [gimbal_controller]: 目标: (329, 236) | 中心: (320, 240) | 误差: (+9, -4) | 指令: @0,9,-4
[2025-08-01 08:07:36] [gimbal_controller] [INFO] [1754006856.981370591] [gimbal_controller]: 目标: (288, 241) | 中心: (320, 240) | 误差: (-32, +1) | 指令: @0,-32,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.012203162] [gimbal_controller]: 目标: (292, 242) | 中心: (320, 240) | 误差: (-28, +2) | 指令: @0,-28,2
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.072424619] [gimbal_controller]: 目标: (289, 241) | 中心: (320, 240) | 误差: (-31, +1) | 指令: @0,-31,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.108755940] [gimbal_controller]: 目标: (293, 241) | 中心: (320, 240) | 误差: (-27, +1) | 指令: @0,-27,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.154510368] [gimbal_controller]: 目标: (298, 241) | 中心: (320, 240) | 误差: (-22, +1) | 指令: @0,-22,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.227438756] [gimbal_controller]: 目标: (301, 241) | 中心: (320, 240) | 误差: (-19, +1) | 指令: @0,-19,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.300547142] [gimbal_controller]: 目标: (300, 241) | 中心: (320, 240) | 误差: (-20, +1) | 指令: @0,-20,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.365860688] [gimbal_controller]: 目标: (300, 241) | 中心: (320, 240) | 误差: (-20, +1) | 指令: @0,-20,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.459490094] [gimbal_controller]: 目标: (295, 240) | 中心: (320, 240) | 误差: (-25, +0) | 指令: @0,-25,0
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.532245235] [gimbal_controller]: 目标: (301, 241) | 中心: (320, 240) | 误差: (-19, +1) | 指令: @0,-19,1
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.603056447] [gimbal_controller]: 目标: (298, 240) | 中心: (320, 240) | 误差: (-22, +0) | 指令: @0,-22,0
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.672487347] [gimbal_controller]: 目标: (301, 240) | 中心: (320, 240) | 误差: (-19, +0) | 指令: @0,-19,0
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.778100862] [gimbal_controller]: 目标: (300, 240) | 中心: (320, 240) | 误差: (-20, +0) | 指令: @0,-20,0
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.857548359] [gimbal_controller]: 目标: (309, 240) | 中心: (320, 240) | 误差: (-11, +0) | 指令: @0,-11,0
[2025-08-01 08:07:37] [gimbal_controller] [INFO] [1754006857.923604936] [gimbal_controller]: 目标: (308, 240) | 中心: (320, 240) | 误差: (-12, +0) | 指令: @0,-12,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006857.996091706] [gimbal_controller]: 目标: (311, 240) | 中心: (320, 240) | 误差: (-9, +0) | 指令: @0,-9,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.085273596] [gimbal_controller]: 目标: (312, 240) | 中心: (320, 240) | 误差: (-8, +0) | 指令: @0,-8,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.140517254] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.217011046] [gimbal_controller]: 目标: (314, 240) | 中心: (320, 240) | 误差: (-6, +0) | 指令: @0,-6,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.279677633] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.344918680] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.401284779] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.479206716] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.555887672] [gimbal_controller]: 目标: (314, 240) | 中心: (320, 240) | 误差: (-6, +0) | 指令: @0,-6,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.622497657] [gimbal_controller]: 目标: (313, 240) | 中心: (320, 240) | 误差: (-7, +0) | 指令: @0,-7,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.682520075] [gimbal_controller]: 目标: (314, 240) | 中心: (320, 240) | 误差: (-6, +0) | 指令: @0,-6,0
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.749571137] [gimbal_controller]: 目标: (312, 241) | 中心: (320, 240) | 误差: (-8, +1) | 指令: @0,-8,1
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.803237860] [gimbal_controller]: 目标: (310, 241) | 中心: (320, 240) | 误差: (-10, +1) | 指令: @0,-10,1
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.872821466] [gimbal_controller]: 目标: (302, 241) | 中心: (320, 240) | 误差: (-18, +1) | 指令: @0,-18,1
[2025-08-01 08:07:38] [gimbal_controller] [INFO] [1754006858.933962576] [gimbal_controller]: 目标: (289, 242) | 中心: (320, 240) | 误差: (-31, +2) | 指令: @0,-31,2
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.013560987] [gimbal_controller]: 目标: (271, 242) | 中心: (320, 240) | 误差: (-49, +2) | 指令: @0,-49,2
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.108709454] [gimbal_controller]: 目标: (263, 242) | 中心: (320, 240) | 误差: (-57, +2) | 指令: @0,-57,2
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.213395191] [gimbal_controller]: 目标: (248, 243) | 中心: (320, 240) | 误差: (-72, +3) | 指令: @0,-72,3
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.270244325] [gimbal_controller]: 目标: (246, 242) | 中心: (320, 240) | 误差: (-74, +2) | 指令: @0,-74,2
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.340334298] [gimbal_controller]: 目标: (239, 242) | 中心: (320, 240) | 误差: (-81, +2) | 指令: @0,-81,2
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.444551251] [gimbal_controller]: 目标: (259, 244) | 中心: (320, 240) | 误差: (-61, +4) | 指令: @0,-61,4
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.493055053] [gimbal_controller]: 目标: (273, 240) | 中心: (320, 240) | 误差: (-47, +0) | 指令: @0,-47,0
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.555166273] [gimbal_controller]: 目标: (274, 239) | 中心: (320, 240) | 误差: (-46, -1) | 指令: @0,-46,-1
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.619958952] [gimbal_controller]: 目标: (270, 240) | 中心: (320, 240) | 误差: (-50, +0) | 指令: @0,-50,0
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.676623796] [gimbal_controller]: 目标: (239, 237) | 中心: (320, 240) | 误差: (-81, -3) | 指令: @0,-81,-3
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.766939628] [gimbal_controller]: 目标: (241, 238) | 中心: (320, 240) | 误差: (-79, -2) | 指令: @0,-79,-2
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.899270736] [gimbal_controller]: 目标: (256, 236) | 中心: (320, 240) | 误差: (-64, -4) | 指令: @0,-64,-4
[2025-08-01 08:07:39] [gimbal_controller] [INFO] [1754006859.959527026] [gimbal_controller]: 目标: (259, 237) | 中心: (320, 240) | 误差: (-61, -3) | 指令: @0,-61,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.013003210] [gimbal_controller]: 目标: (259, 237) | 中心: (320, 240) | 误差: (-61, -3) | 指令: @0,-61,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.077138191] [gimbal_controller]: 目标: (259, 237) | 中心: (320, 240) | 误差: (-61, -3) | 指令: @0,-61,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.151635097] [gimbal_controller]: 目标: (271, 236) | 中心: (320, 240) | 误差: (-49, -4) | 指令: @0,-49,-4
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.227758353] [gimbal_controller]: 目标: (273, 236) | 中心: (320, 240) | 误差: (-47, -4) | 指令: @0,-47,-4
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.299826713] [gimbal_controller]: 目标: (286, 236) | 中心: (320, 240) | 误差: (-34, -4) | 指令: @0,-34,-4
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.384123011] [gimbal_controller]: 目标: (285, 237) | 中心: (320, 240) | 误差: (-35, -3) | 指令: @0,-35,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.458916330] [gimbal_controller]: 目标: (296, 237) | 中心: (320, 240) | 误差: (-24, -3) | 指令: @0,-24,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.530887024] [gimbal_controller]: 目标: (297, 237) | 中心: (320, 240) | 误差: (-23, -3) | 指令: @0,-23,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.623874315] [gimbal_controller]: 目标: (300, 237) | 中心: (320, 240) | 误差: (-20, -3) | 指令: @0,-20,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.666288210] [gimbal_controller]: 目标: (300, 237) | 中心: (320, 240) | 误差: (-20, -3) | 指令: @0,-20,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.754048497] [gimbal_controller]: 目标: (300, 237) | 中心: (320, 240) | 误差: (-20, -3) | 指令: @0,-20,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.820543525] [gimbal_controller]: 目标: (299, 237) | 中心: (320, 240) | 误差: (-21, -3) | 指令: @0,-21,-3
[2025-08-01 08:07:40] [gimbal_controller] [INFO] [1754006860.889817053] [gimbal_controller]: 目标: (299, 237) | 中心: (320, 240) | 误差: (-21, -3) | 指令: @0,-21,-3
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006860.983590540] [gimbal_controller]: 目标: (301, 237) | 中心: (320, 240) | 误差: (-19, -3) | 指令: @0,-19,-3
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.056593511] [gimbal_controller]: 目标: (304, 237) | 中心: (320, 240) | 误差: (-16, -3) | 指令: @0,-16,-3
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.121087236] [gimbal_controller]: 目标: (303, 237) | 中心: (320, 240) | 误差: (-17, -3) | 指令: @0,-17,-3
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.170880393] [gimbal_controller]: 目标: (304, 237) | 中心: (320, 240) | 误差: (-16, -3) | 指令: @0,-16,-3
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.234269094] [gimbal_controller]: 目标: (305, 237) | 中心: (320, 240) | 误差: (-15, -3) | 指令: @0,-15,-3
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.316979541] [gimbal_controller]: 目标: (304, 237) | 中心: (320, 240) | 误差: (-16, -3) | 指令: @0,-16,-3
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.370979051] [gimbal_controller]: 目标: (301, 240) | 中心: (320, 240) | 误差: (-19, +0) | 指令: @0,-19,0
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.473845983] [gimbal_controller]: 目标: (296, 239) | 中心: (320, 240) | 误差: (-24, -1) | 指令: @0,-24,-1
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.524692625] [gimbal_controller]: 目标: (280, 239) | 中心: (320, 240) | 误差: (-40, -1) | 指令: @0,-40,-1
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.601411455] [gimbal_controller]: 目标: (259, 239) | 中心: (320, 240) | 误差: (-61, -1) | 指令: @0,-61,-1
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.790141995] [gimbal_controller]: 目标: (218, 240) | 中心: (320, 240) | 误差: (-102, +0) | 指令: @0,-102,0
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.870325773] [gimbal_controller]: 目标: (219, 240) | 中心: (320, 240) | 误差: (-101, +0) | 指令: @0,-101,0
[2025-08-01 08:07:41] [gimbal_controller] [INFO] [1754006861.928620009] [gimbal_controller]: 目标: (219, 239) | 中心: (320, 240) | 误差: (-101, -1) | 指令: @0,-101,-1
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.057591043] [gimbal_controller]: 目标: (218, 239) | 中心: (320, 240) | 误差: (-102, -1) | 指令: @0,-102,-1
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.172855870] [gimbal_controller]: 目标: (226, 239) | 中心: (320, 240) | 误差: (-94, -1) | 指令: @0,-94,-1
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.263457322] [gimbal_controller]: 目标: (230, 239) | 中心: (320, 240) | 误差: (-90, -1) | 指令: @0,-90,-1
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.341322385] [gimbal_controller]: 目标: (229, 239) | 中心: (320, 240) | 误差: (-91, -1) | 指令: @0,-91,-1
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.397017327] [gimbal_controller]: 目标: (229, 238) | 中心: (320, 240) | 误差: (-91, -2) | 指令: @0,-91,-2
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.450426972] [gimbal_controller]: 目标: (229, 239) | 中心: (320, 240) | 误差: (-91, -1) | 指令: @0,-91,-1
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.495314454] [gimbal_controller]: 目标: (232, 238) | 中心: (320, 240) | 误差: (-88, -2) | 指令: @0,-88,-2
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.550750692] [gimbal_controller]: 目标: (226, 238) | 中心: (320, 240) | 误差: (-94, -2) | 指令: @0,-94,-2
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.637504537] [gimbal_controller]: 目标: (231, 238) | 中心: (320, 240) | 误差: (-89, -2) | 指令: @0,-89,-2
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.810662939] [gimbal_controller]: 目标: (235, 238) | 中心: (320, 240) | 误差: (-85, -2) | 指令: @0,-85,-2
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.858735581] [gimbal_controller]: 目标: (280, 237) | 中心: (320, 240) | 误差: (-40, -3) | 指令: @0,-40,-3
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.915261469] [gimbal_controller]: 目标: (283, 236) | 中心: (320, 240) | 误差: (-37, -4) | 指令: @0,-37,-4
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.951393960] [gimbal_controller]: 目标: (284, 236) | 中心: (320, 240) | 误差: (-36, -4) | 指令: @0,-36,-4
[2025-08-01 08:07:42] [gimbal_controller] [INFO] [1754006862.989257466] [gimbal_controller]: 目标: (282, 236) | 中心: (320, 240) | 误差: (-38, -4) | 指令: @0,-38,-4
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.042272616] [gimbal_controller]: 目标: (278, 236) | 中心: (320, 240) | 误差: (-42, -4) | 指令: @0,-42,-4
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.139303762] [gimbal_controller]: 目标: (278, 237) | 中心: (320, 240) | 误差: (-42, -3) | 指令: @0,-42,-3
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.184122329] [gimbal_controller]: 目标: (280, 237) | 中心: (320, 240) | 误差: (-40, -3) | 指令: @0,-40,-3
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.244525867] [gimbal_controller]: 目标: (280, 237) | 中心: (320, 240) | 误差: (-40, -3) | 指令: @0,-40,-3
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.299401655] [gimbal_controller]: 目标: (280, 237) | 中心: (320, 240) | 误差: (-40, -3) | 指令: @0,-40,-3
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.348397408] [gimbal_controller]: 目标: (291, 238) | 中心: (320, 240) | 误差: (-29, -2) | 指令: @0,-29,-2
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.409927345] [gimbal_controller]: 目标: (297, 237) | 中心: (320, 240) | 误差: (-23, -3) | 指令: @0,-23,-3
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.449776571] [gimbal_controller]: 目标: (299, 237) | 中心: (320, 240) | 误差: (-21, -3) | 指令: @0,-21,-3
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.537218197] [gimbal_controller]: 目标: (298, 238) | 中心: (320, 240) | 误差: (-22, -2) | 指令: @0,-22,-2
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.617091229] [gimbal_controller]: 目标: (280, 238) | 中心: (320, 240) | 误差: (-40, -2) | 指令: @0,-40,-2
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.672093099] [gimbal_controller]: 目标: (283, 238) | 中心: (320, 240) | 误差: (-37, -2) | 指令: @0,-37,-2
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.738451671] [gimbal_controller]: 目标: (285, 238) | 中心: (320, 240) | 误差: (-35, -2) | 指令: @0,-35,-2
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.797974430] [gimbal_controller]: 目标: (286, 238) | 中心: (320, 240) | 误差: (-34, -2) | 指令: @0,-34,-2
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.851557030] [gimbal_controller]: 目标: (287, 238) | 中心: (320, 240) | 误差: (-33, -2) | 指令: @0,-33,-2
[2025-08-01 08:07:43] [gimbal_controller] [INFO] [1754006863.934949384] [gimbal_controller]: 目标: (290, 241) | 中心: (320, 240) | 误差: (-30, +1) | 指令: @0,-30,1
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.016627055] [gimbal_controller]: 目标: (290, 239) | 中心: (320, 240) | 误差: (-30, -1) | 指令: @0,-30,-1
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.078373864] [gimbal_controller]: 目标: (296, 237) | 中心: (320, 240) | 误差: (-24, -3) | 指令: @0,-24,-3
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.178343715] [gimbal_controller]: 目标: (302, 238) | 中心: (320, 240) | 误差: (-18, -2) | 指令: @0,-18,-2
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.247466495] [gimbal_controller]: 目标: (303, 238) | 中心: (320, 240) | 误差: (-17, -2) | 指令: @0,-17,-2
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.331223676] [gimbal_controller]: 目标: (305, 238) | 中心: (320, 240) | 误差: (-15, -2) | 指令: @0,-15,-2
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.375210422] [gimbal_controller]: 目标: (302, 238) | 中心: (320, 240) | 误差: (-18, -2) | 指令: @0,-18,-2
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.449984324] [gimbal_controller]: 目标: (302, 238) | 中心: (320, 240) | 误差: (-18, -2) | 指令: @0,-18,-2
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.524984973] [gimbal_controller]: 目标: (302, 239) | 中心: (320, 240) | 误差: (-18, -1) | 指令: @0,-18,-1
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.590883260] [gimbal_controller]: 目标: (302, 239) | 中心: (320, 240) | 误差: (-18, -1) | 指令: @0,-18,-1
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.679364078] [gimbal_controller]: 目标: (301, 240) | 中心: (320, 240) | 误差: (-19, +0) | 指令: @0,-19,0
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.737686689] [gimbal_controller]: 目标: (299, 241) | 中心: (320, 240) | 误差: (-21, +1) | 指令: @0,-21,1
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.819854811] [gimbal_controller]: 目标: (294, 243) | 中心: (320, 240) | 误差: (-26, +3) | 指令: @0,-26,3
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.884423285] [gimbal_controller]: 目标: (283, 245) | 中心: (320, 240) | 误差: (-37, +5) | 指令: @0,-37,5
[2025-08-01 08:07:44] [gimbal_controller] [INFO] [1754006864.979497627] [gimbal_controller]: 目标: (274, 246) | 中心: (320, 240) | 误差: (-46, +6) | 指令: @0,-46,6
[2025-08-01 08:07:45] [gimbal_controller] [INFO] [1754006865.065922227] [gimbal_controller]: 目标: (268, 247) | 中心: (320, 240) | 误差: (-52, +7) | 指令: @0,-52,7
[2025-08-01 08:07:45] [gimbal_controller] [INFO] [1754006865.120195316] [gimbal_controller]: 目标: (255, 248) | 中心: (320, 240) | 误差: (-65, +8) | 指令: @0,-65,8
[2025-08-01 08:07:45] [gimbal_controller] [INFO] [1754006865.209145918] [gimbal_controller]: 目标: (234, 250) | 中心: (320, 240) | 误差: (-86, +10) | 指令: @0,-86,10
[2025-08-01 08:07:45] [gimbal_controller] [INFO] [1754006865.423081491] [gimbal_controller]: 目标: (222, 246) | 中心: (320, 240) | 误差: (-98, +6) | 指令: @0,-98,6
[2025-08-01 08:07:45] [gimbal_controller] [INFO] [1754006865.475628523] [gimbal_controller]: 目标: (224, 246) | 中心: (320, 240) | 误差: (-96, +6) | 指令: @0,-96,6
[2025-08-01 08:07:45] [gimbal_controller] [INFO] [1754006865.546809729] [gimbal_controller]: 目标: (227, 244) | 中心: (320, 240) | 误差: (-93, +4) | 指令: @0,-93,4
[2025-08-01 08:07:45] [gimbal_controller] [INFO] [1754006865.610729672] [gimbal_controller]: 目标: (224, 241) | 中心: (320, 240) | 误差: (-96, +1) | 指令: @0,-96,1
[2025-08-01 08:07:45] [gimbal_controller] [INFO] [1754006865.715105164] [gimbal_controller]: 目标: (231, 242) | 中心: (320, 240) | 误差: (-89, +2) | 指令: @0,-89,2
[2025-08-01 08:07:45] [gimbal_controller] [INFO] [1754006865.813287751] [gimbal_controller]: 目标: (224, 242) | 中心: (320, 240) | 误差: (-96, +2) | 指令: @0,-96,2
[2025-08-01 08:07:45] [gimbal_controller] [INFO] [1754006865.978482399] [gimbal_controller]: 目标: (222, 243) | 中心: (320, 240) | 误差: (-98, +3) | 指令: @0,-98,3
[2025-08-01 08:07:46] [gimbal_controller] [INFO] [1754006866.050691840] [gimbal_controller]: 目标: (219, 243) | 中心: (320, 240) | 误差: (-101, +3) | 指令: @0,-101,3
[2025-08-01 08:07:46] [gimbal_controller] [INFO] [1754006866.118307309] [gimbal_controller]: 目标: (217, 243) | 中心: (320, 240) | 误差: (-103, +3) | 指令: @0,-103,3
[2025-08-01 08:07:50] [gimbal_controller] [INFO] [1754006870.134109218] [gimbal_controller]: 目标: (148, 215) | 中心: (320, 240) | 误差: (-172, -25) | 指令: @0,-172,-25
[2025-08-01 08:07:50] [gimbal_controller] [INFO] [1754006870.198178367] [gimbal_controller]: 目标: (150, 215) | 中心: (320, 240) | 误差: (-170, -25) | 指令: @0,-170,-25
[2025-08-01 08:07:50] [gimbal_controller] [INFO] [1754006870.252423748] [gimbal_controller]: 目标: (153, 216) | 中心: (320, 240) | 误差: (-167, -24) | 指令: @0,-167,-24
[2025-08-01 08:07:50] [gimbal_controller] [INFO] [1754006870.538866090] [gimbal_controller]: 目标: (205, 232) | 中心: (320, 240) | 误差: (-115, -8) | 指令: @0,-115,-8
[2025-08-01 08:07:50] [gimbal_controller] [INFO] [1754006870.625280356] [gimbal_controller]: 目标: (205, 232) | 中心: (320, 240) | 误差: (-115, -8) | 指令: @0,-115,-8
[2025-08-01 08:07:50] [gimbal_controller] [INFO] [1754006870.678628876] [gimbal_controller]: 目标: (202, 234) | 中心: (320, 240) | 误差: (-118, -6) | 指令: @0,-118,-6
[2025-08-01 08:07:50] [gimbal_controller] [INFO] [1754006870.780176328] [gimbal_controller]: 目标: (162, 236) | 中心: (320, 240) | 误差: (-158, -4) | 指令: @0,-158,-4
[2025-08-01 08:07:50] [gimbal_controller] [INFO] [1754006870.852555225] [gimbal_controller]: 目标: (160, 236) | 中心: (320, 240) | 误差: (-160, -4) | 指令: @0,-160,-4
[2025-08-01 08:07:50] [gimbal_controller] [INFO] [1754006870.917072533] [gimbal_controller]: 目标: (172, 236) | 中心: (320, 240) | 误差: (-148, -4) | 指令: @0,-148,-4
[2025-08-01 08:07:51] [gimbal_controller] [INFO] [1754006871.032061030] [gimbal_controller]: 目标: (173, 236) | 中心: (320, 240) | 误差: (-147, -4) | 指令: @0,-147,-4
[2025-08-01 08:07:51] [gimbal_controller] [INFO] [1754006871.084823309] [gimbal_controller]: 目标: (187, 237) | 中心: (320, 240) | 误差: (-133, -3) | 指令: @0,-133,-3
[2025-08-01 08:07:51] [gimbal_controller] [INFO] [1754006871.165026337] [gimbal_controller]: 目标: (200, 238) | 中心: (320, 240) | 误差: (-120, -2) | 指令: @0,-120,-2
[2025-08-01 08:07:51] [gimbal_controller] [INFO] [1754006871.232743263] [gimbal_controller]: 目标: (200, 238) | 中心: (320, 240) | 误差: (-120, -2) | 指令: @0,-120,-2
[2025-08-01 08:07:51] [gimbal_controller] [INFO] [1754006871.335372532] [gimbal_controller]: 目标: (205, 239) | 中心: (320, 240) | 误差: (-115, -1) | 指令: @0,-115,-1
[2025-08-01 08:07:51] [gimbal_controller] [INFO] [1754006871.383905542] [gimbal_controller]: 目标: (204, 238) | 中心: (320, 240) | 误差: (-116, -2) | 指令: @0,-116,-2
[2025-08-01 08:07:51] [gimbal_controller] [INFO] [1754006871.456950137] [gimbal_controller]: 目标: (187, 236) | 中心: (320, 240) | 误差: (-133, -4) | 指令: @0,-133,-4
[2025-08-01 08:07:51] [gimbal_controller] [INFO] [1754006871.500643346] [gimbal_controller]: 目标: (188, 237) | 中心: (320, 240) | 误差: (-132, -3) | 指令: @0,-132,-3
[2025-08-01 08:07:51] [gimbal_controller] [INFO] [1754006871.629483673] [gimbal_controller]: 目标: (190, 236) | 中心: (320, 240) | 误差: (-130, -4) | 指令: @0,-130,-4
[2025-08-01 08:07:51] [gimbal_controller] [INFO] [1754006871.723847318] [gimbal_controller]: 目标: (204, 236) | 中心: (320, 240) | 误差: (-116, -4) | 指令: @0,-116,-4
[2025-08-01 08:07:51] [gimbal_controller] [INFO] [1754006871.799422041] [gimbal_controller]: 目标: (204, 236) | 中心: (320, 240) | 误差: (-116, -4) | 指令: @0,-116,-4
